,0,1
0,COGMSO_20200321_1006,0.10239493629471497
1,COGM2S37_20200201,0.08501565618547602
2,COGM5S31_20200130,0.058227352641978314
3,COGMCO_20200318_0825,0.08480991110951663
4,COGMSO_20200328_1630,0.10239493629471497
5,COGM2C2_20200131,0.05769804005532819
6,COGMSO_20200406_0650,0.21375169519905057
7,COGM1C7_20200131,0.08644994901621317
8,COGM6C10_20200131,0.08644994901621317
9,COGM1N23_20200211,0.06501980940919339
10,COGM8N34_20200130,0.11850431366553948
11,COGMSO_20200212_1252,0.10239493629471497
12,COGMSO_20200225_1500,0.10239493629471497
13,COGM6S44_20200204,0.06513490261386323
14,COGM1N1_20200208,0.08681969628410968
15,COGMSO_20200328_0900,0.21375169519905057
16,COGM3N22_20200128,0.06501980940919339
17,COGM2N12_20200131,0.06501980940919339
18,COGMSO_20200419_1600,0.10239493629471497
19,COGM2S48_20200129,0.09599768843332868
20,COGM2C3_20200131,0.05769804005532819
21,COGM5C27_20200209,0.06553516044252206
22,COGMSO_20200122_1455,0.10239493629471497
23,COGMCO_20200219_0930,0.08480991110951663
24,COGMCO_20200212_0852,0.08480991110951663
25,COGM1C1_20200208,0.0893204421845013
26,COGMSO_20200306_1705,0.10239493629471497
27,COGMFL2A_20200211,0.08681969628410968
28,COGM2N13_20200206,0.06501980940919339
29,COGM6S32_20200206,0.08501565618547602
30,COGMCO_20200131_0830,0.08480991110951663
31,COGM2C4_20200131,0.05769804005532819
32,COGM4N2_20200128,0.08681969628410968
33,COGM3N53_20200128,0.10895900054572394
34,COGM3S14_20200201,0.06745214420634227
35,COGM2N21_20200211,0.06501980940919339
36,COGMCO_20200325_1015,0.08480991110951663
37,COGMSO_20200304_1550,0.10239493629471497
38,COGM7N40_20200204,0.07834456774949672
39,COGM1S2_20200208,0.05855557410569645
40,COGM2S27_20200204,0.058227352641978314
41,COGM2N4_20200128,0.08681969628410968
42,COGMCO_20191220_1030,0.08480991110951663
43,COGMCO_20200122_1015,0.08480991110951663
44,COGM2S45_20200210,0.06513490261386323
45,COGM9N29_20200130,0.11850431366553948
46,COGM6S26_20200212,0.058227352641978314
47,COGM2C33_20200130,0.0601213596398793
48,COGM1N5_20200211,0.08063450457859744
49,COGM6S53_20200206,0.06262160552584817
50,COGM6N18_20200128,0.06501980940919339
51,COGM1N6_20200128,0.08063450457859744
52,COGM9N42_20200204,0.07834456774949672
53,COGM2S11_20200201,0.06936912797016248
54,COGM1C5_20200212,0.05769804005532819
55,COGM1N3_20200211,0.08681969628410968
56,COGMCO_20200304_0921,0.08480991110951663
57,COGM3S38_20200201,0.08501565618547602
58,COGM1S1_20200129,0.05855557410569645
59,COGM2S36_20200129,0.08501565618547602
60,COGM1S12_20200211,0.06936912797016248
61,COGM3S33_20200204,0.08501565618547602
62,COGM6N31_20200130,0.11850431366553948
63,COGM5N19_20200128,0.06501980940919339
64,COGM2N14_20200211,0.06501980940919339
65,COGM6N46_20200201,0.10895900054572394
