,0,1
0,COGM2S37_20200201,0.042494612031021006
1,COGMSO_20200321_1006,0.06511114364303694
2,COGM5S31_20200130,0.042494612031021006
3,COGMCO_20200318_0825,0.057975706867040344
4,COGM2C2_20200131,0.031558621208034765
5,COGMSO_20200328_1630,0.06511114364303694
6,COGMSO_20200406_0650,0.10048929063790979
7,COGM1C7_20200131,0.03862625412654097
8,COGM6C10_20200131,0.03862625412654097
9,COGM1N23_20200211,0.043976549858939507
10,COGM8N34_20200130,0.058600497874579105
11,COGMSO_20200212_1252,0.06511114364303694
12,COGM6S44_20200204,0.048136587415129384
13,COGMSO_20200225_1500,0.06511114364303694
14,COGM1N1_20200208,0.06627367976795995
15,COGM3N22_20200128,0.043976549858939507
16,COGMSO_20200328_0900,0.10048929063790979
17,COGM2N12_20200131,0.043976549858939507
18,COGMSO_20200419_1600,0.06511114364303694
19,COGM2S48_20200129,0.048136587415129384
20,COGM2C3_20200131,0.031558621208034765
21,COGM5C27_20200209,0.04983568517090475
22,COGMCO_20200219_0930,0.057975706867040344
23,COGMSO_20200122_1455,0.06511114364303694
24,COGMCO_20200212_0852,0.057975706867040344
25,COGM1C1_20200208,0.04167812173795937
26,COGMSO_20200306_1705,0.06511114364303694
27,COGMFL2A_20200211,0.06627367976795995
28,COGM2N13_20200206,0.043976549858939507
29,COGM6S32_20200206,0.042494612031021006
30,COGMCO_20200131_0830,0.057975706867040344
31,COGM2C4_20200131,0.031558621208034765
32,COGM4N2_20200128,0.06627367976795995
33,COGM3N53_20200128,0.05260944930600431
34,COGM3S14_20200201,0.042437038504544944
35,COGM2N21_20200211,0.043976549858939507
36,COGMCO_20200325_1015,0.057975706867040344
37,COGM7N40_20200204,0.057983193001206246
38,COGMSO_20200304_1550,0.06511114364303694
39,COGM1S2_20200208,0.04021940649749922
40,COGM2S27_20200204,0.042494612031021006
41,COGM2N4_20200128,0.06627367976795995
42,COGMCO_20191220_1030,0.057975706867040344
43,COGMCO_20200122_1015,0.057975706867040344
44,COGM2S45_20200210,0.048136587415129384
45,COGM9N29_20200130,0.058600497874579105
46,COGM6S26_20200212,0.042494612031021006
47,COGM2C33_20200130,0.04651238170720262
48,COGM1N5_20200211,0.039551625882893404
49,COGM6S53_20200206,0.04612778198858791
50,COGM6N18_20200128,0.043976549858939507
51,COGM9N42_20200204,0.057983193001206246
52,COGM1N6_20200128,0.039551625882893404
53,COGM1C5_20200212,0.031558621208034765
54,COGM2S11_20200201,0.035038391838185134
55,COGM1N3_20200211,0.06627367976795995
56,COGM3S38_20200201,0.042494612031021006
57,COGMCO_20200304_0921,0.057975706867040344
58,COGM1S1_20200129,0.04021940649749922
59,COGM2S36_20200129,0.042494612031021006
60,COGM1S12_20200211,0.035038391838185134
61,COGM3S33_20200204,0.042494612031021006
62,COGM6N31_20200130,0.058600497874579105
63,COGM5N19_20200128,0.043976549858939507
64,COGM2N14_20200211,0.043976549858939507
65,COGM6N46_20200201,0.05260944930600431
66,COGM5C20_20200130,0.043976549858939507
67,COGM2S20_20200206,0.04983568517090475
68,COGM5N10_20200210,0.041764087870916455
69,COGMCO_20191219_1220,0.057975706867040344
70,COGM5N15_20200206,0.043976549858939507
71,COGM2S10_20200205,0.035038391838185134
72,COGM1N7_20200211,0.039551625882893404
73,COGM2S4_20200205,0.03762889916784218
74,COGM2S9_20200205,0.035038391838185134
75,COGM3S5_20200129,0.035038391838185134
76,COGM2C13_20200212,0.03404103076192655
77,COGMSO_20200312_1520,0.06511114364303694
78,COGM2N8_20200208,0.039551625882893404
79,COGM6S34_20200204,0.042494612031021006
80,COGM5N10_20200128,0.041764087870916455
81,COGM2S16_20200208,0.04983568517090475
82,COGM5C21_20200130,0.058600497874579105
83,COGMSO_20200406_1600,0.10048929063790979
84,COGM2S7_20200208,0.035038391838185134
85,COGM5N11_20200210,0.041764087870916455
86,COGM3N26_20200208,0.051288523866759306
87,COGM5S42_20200204,0.048136587415129384
88,COGMSO_20200219_1340,0.06511114364303694
89,COGM2S25_20200129,0.042494612031021006
90,COGM1S13_20200205,0.035038391838185134
91,COGM9N44_20200201,0.057983193001206246
92,COGM5S29_20200204,0.042494612031021006
93,COGM5N24_20200212,0.043976549858939507
94,COGMSO_20200422_1512,0.06511114364303694
95,COGM6C24_20200131,0.058600497874579105
96,COGMCO_20200417_1509,0.057975706867040344
97,COGM1C1_20200131,0.04167812173795937
98,COGM6C34_20200201,0.04880707184535993
99,COGM6N36_20200130,0.057983193001206246
100,COGM2N49_20200210,0.05260944930600431
101,COGM2N48_20200201,0.05260944930600431
102,COGM1S17_20200208,0.04983568517090475
103,COGM3S47_20200129,0.048136587415129384
104,COGM1S8_20200201,0.035038391838185134
105,COGMCO_20200312_0850,0.057975706867040344
106,COGM5S24_20200129,0.042494612031021006
107,COGMSO_20200421_0553,0.06511114364303694
108,COGM1C8_20200131,0.03862625412654097
109,COGM6N16_20200208,0.043976549858939507
110,COGM3S52_20200204,0.04612778198858791
111,COGM2C9_20200131,0.03862625412654097
112,COGM1C14_20200131,0.05581055445321681
113,COGM5S21_20200201,0.04983568517090475
114,COGMCO_20200226_0715,0.057975706867040344
115,COGMSO_20200421_1626,0.06511114364303694
116,COGM2C12_20200212,0.03862625412654097
117,COGM2C6_20200131,0.03862625412654097
118,COGM5N32_20200212,0.058600497874579105
119,COGMFL1B_20200212,0.04983568517090475
120,COGM2S6_20200211,0.035038391838185134
121,COGM2S46_20200204,0.048136587415129384
122,COGM6S22_20200205,0.04983568517090475
123,COGM2S3_20200129,0.04021940649749922
124,COGMSO_20191219_1600,0.06511114364303694
125,COGM1N20_20200205,0.043976549858939507
126,COGM2S35_20200130,0.042494612031021006
127,COGMSO_20200131_1225,0.06511114364303694
