,pit_id,avg_amp
0,COGM2S37_20200201,0.0345745337123375
1,COGMSO_20200321_1006,0.0549841270226636
2,COGM5S31_20200130,0.0345745337123375
3,COGMCO_20200318_0825,0.04776910136841645
4,COGM2C2_20200131,0.025515188589388
5,COGMSO_20200328_1630,0.0549841270226636
6,COGMSO_20200406_0650,0.08484487117967626
7,COGM1C7_20200131,0.0312997385110662
8,COGM6C10_20200131,0.0312997385110662
9,COGM1N23_20200211,0.0360191448985176
10,COGM8N34_20200130,0.0481329143505604
11,COGMSO_20200212_1252,0.0549841270226636
12,COGM6S44_20200204,0.03912021892486445
13,COGMSO_20200225_1500,0.0549841270226636
14,COGM1N1_20200208,0.05345114375154475
15,COGM3N22_20200128,0.0360191448985176
16,COGMSO_20200328_0900,0.08484487117967626
17,COGM2N12_20200131,0.0360191448985176
18,COGMSO_20200419_1600,0.0549841270226636
19,COGM2S48_20200129,0.03912021892486445
20,COGM2C3_20200131,0.025515188589388
21,COGM5C27_20200209,0.0404170465999982
22,COGMCO_20200219_0930,0.04776910136841645
23,COGMSO_20200122_1455,0.0549841270226636
24,COGMCO_20200212_0852,0.04776910136841645
25,COGM1C1_20200208,0.0340715271591278
26,COGMSO_20200306_1705,0.0549841270226636
27,COGMFL2A_20200211,0.05345114375154475
28,COGM2N13_20200206,0.0360191448985176
29,COGM6S32_20200206,0.0345745337123375
30,COGMCO_20200131_0830,0.04776910136841645
31,COGM2C4_20200131,0.025515188589388
32,COGM4N2_20200128,0.05345114375154475
33,COGM3N53_20200128,0.042805740381304205
34,COGM3S14_20200201,0.034234998686081
35,COGM2N21_20200211,0.0360191448985176
36,COGMCO_20200325_1015,0.04776910136841645
37,COGM7N40_20200204,0.04742695930077185
38,COGMSO_20200304_1550,0.0549841270226636
39,COGM1S2_20200208,0.0322210330504262
40,COGM2S27_20200204,0.0345745337123375
41,COGM2N4_20200128,0.05345114375154475
42,COGMCO_20191220_1030,0.04776910136841645
43,COGMCO_20200122_1015,0.04776910136841645
44,COGM2S45_20200210,0.03912021892486445
45,COGM9N29_20200130,0.0481329143505604
46,COGM6S26_20200212,0.0345745337123375
47,COGM2C33_20200130,0.03772402086710965
48,COGM1N5_20200211,0.031713326296106445
49,COGM6S53_20200206,0.0372151387508239
50,COGM6N18_20200128,0.0360191448985176
