,0,1
0,COGM2S37_20200201,0.10746583853418201
1,COGMSO_20200321_1006,0.17276319553434405
2,COGM5S31_20200130,0.10746583853418201
3,COGMCO_20200318_0825,0.17457111102390854
4,COGM2C2_20200131,0.08319532252465933
5,COGMSO_20200328_1630,0.17276319553434405
6,COGMSO_20200406_0650,0.2506686460813512
7,COGM1C7_20200131,0.10006642374520425
8,COGM6C10_20200131,0.10006642374520425
9,COGM1N23_20200211,0.10998760087295523
10,COGM8N34_20200130,0.15954378517551504
11,COGMSO_20200212_1252,0.17276319553434405
12,COGM6S44_20200204,0.1269571243184373
13,COGMSO_20200225_1500,0.17276319553434405
14,COGM1N1_20200208,0.13422552904248164
15,COGM3N22_20200128,0.10998760087295523
16,COGMSO_20200328_0900,0.2506686460813512
17,COGM2N12_20200131,0.10998760087295523
18,COGMSO_20200419_1600,0.17276319553434405
19,COGM2S48_20200129,0.1269571243184373
20,COGM2C3_20200131,0.08319532252465933
21,COGM5C27_20200209,0.12727349873819094
22,COGMSO_20200122_1455,0.17276319553434405
23,COGMCO_20200219_0930,0.17457111102390854
24,COGMCO_20200212_0852,0.17457111102390854
25,COGM1C1_20200208,0.10758270942210402
26,COGMSO_20200306_1705,0.17276319553434405
27,COGMFL2A_20200211,0.13422552904248164
28,COGM2N13_20200206,0.10998760087295523
29,COGM6S32_20200206,0.10746583853418201
30,COGMCO_20200131_0830,0.17457111102390854
31,COGM2C4_20200131,0.08319532252465933
32,COGM4N2_20200128,0.13422552904248164
33,COGM3N53_20200128,0.14745637515017052
34,COGM3S14_20200201,0.0994749847958758
35,COGM2N21_20200211,0.10998760087295523
36,COGMCO_20200325_1015,0.17457111102390854
37,COGM7N40_20200204,0.15896812472664124
38,COGMSO_20200304_1550,0.17276319553434405
39,COGM1S2_20200208,0.08344477872321931
40,COGM2S27_20200204,0.10746583853418201
41,COGM2N4_20200128,0.13422552904248164
42,COGMCO_20191220_1030,0.17457111102390854
43,COGMCO_20200122_1015,0.17457111102390854
44,COGM2S45_20200210,0.1269571243184373
45,COGM9N29_20200130,0.15954378517551504
46,COGM6S26_20200212,0.10746583853418201
47,COGM2C33_20200130,0.10419845835929209
48,COGM1N5_20200211,0.09024422439324553
49,COGM6S53_20200206,0.11841635898517211
50,COGM6N18_20200128,0.10998760087295523
51,COGM9N42_20200204,0.15896812472664124
52,COGM1N6_20200128,0.09024422439324553
53,COGM1C5_20200212,0.08319532252465933
54,COGM2S11_20200201,0.07167647085356066
55,COGM1N3_20200211,0.13422552904248164
56,COGM3S38_20200201,0.10746583853418201
57,COGMCO_20200304_0921,0.17457111102390854
58,COGM1S1_20200129,0.08344477872321931
59,COGM2S36_20200129,0.10746583853418201
60,COGM1S12_20200211,0.07167647085356066
61,COGM3S33_20200204,0.10746583853418201
62,COGM6N31_20200130,0.15954378517551504
63,COGM5N19_20200128,0.10998760087295523
64,COGM2N14_20200211,0.10998760087295523
65,COGM6N46_20200201,0.14745637515017052
66,COGM5C20_20200130,0.10998760087295523
67,COGM2S20_20200206,0.12727349873819094
68,COGM5N10_20200210,0.10011591263310038
69,COGMCO_20191219_1220,0.17457111102390854
70,COGM5N15_20200206,0.10998760087295523
71,COGM2S10_20200205,0.07167647085356066
72,COGM1N7_20200211,0.09024422439324553
73,COGM2S4_20200205,0.07756062478838999
74,COGM2S9_20200205,0.07167647085356066
75,COGM3S5_20200129,0.07167647085356066
76,COGM2C13_20200212,0.08434537171385159
77,COGMSO_20200312_1520,0.17276319553434405
78,COGM2N8_20200208,0.09024422439324553
79,COGM6S34_20200204,0.10746583853418201
80,COGM5N10_20200128,0.10011591263310038
81,COGM2S16_20200208,0.12727349873819094
82,COGM5C21_20200130,0.15954378517551504
83,COGMSO_20200406_1600,0.2506686460813512
84,COGM2S7_20200208,0.07167647085356066
85,COGM5N11_20200210,0.10011591263310038
86,COGM3N26_20200208,0.13476569302423513
87,COGM5S42_20200204,0.1269571243184373
88,COGMSO_20200219_1340,0.17276319553434405
89,COGM2S25_20200129,0.10746583853418201
90,COGM1S13_20200205,0.07167647085356066
91,COGM9N44_20200201,0.15896812472664124
92,COGM5S29_20200204,0.10746583853418201
93,COGM5N24_20200212,0.10998760087295523
94,COGMSO_20200422_1512,0.17276319553434405
95,COGM6C24_20200131,0.15954378517551504
96,COGMCO_20200417_1509,0.17457111102390854
97,COGM1C1_20200131,0.10758270942210402
98,COGM6C34_20200201,0.11236067088040613
99,COGM6N36_20200130,0.15896812472664124
100,COGM2N49_20200210,0.14745637515017052
101,COGM2N48_20200201,0.14745637515017052
102,COGM1S17_20200208,0.12727349873819094
103,COGM3S47_20200129,0.1269571243184373
104,COGM1S8_20200201,0.07167647085356066
105,COGMCO_20200312_0850,0.17457111102390854
106,COGM5S24_20200129,0.10746583853418201
107,COGMSO_20200421_0553,0.17276319553434405
108,COGM1C8_20200131,0.10006642374520425
109,COGM6N16_20200208,0.10998760087295523
110,COGM3S52_20200204,0.11841635898517211
111,COGM2C9_20200131,0.10006642374520425
112,COGM1C14_20200131,0.14274932277834296
113,COGM5S21_20200201,0.12727349873819094
114,COGMCO_20200226_0715,0.17457111102390854
115,COGMSO_20200421_1626,0.17276319553434405
116,COGM2C12_20200212,0.10006642374520425
117,COGM2C6_20200131,0.10006642374520425
118,COGM5N32_20200212,0.15954378517551504
119,COGMFL1B_20200212,0.12727349873819094
120,COGM2S6_20200211,0.07167647085356066
121,COGM2S46_20200204,0.1269571243184373
122,COGM6S22_20200205,0.12727349873819094
123,COGM2S3_20200129,0.08344477872321931
124,COGMSO_20191219_1600,0.17276319553434405
125,COGM1N20_20200205,0.10998760087295523
126,COGM2S35_20200130,0.10746583853418201
127,COGMSO_20200131_1225,0.17276319553434405
