,pit_id,HH,HV,VH,VV,height,grain_size,density,temperature
66,COGM5C20_20200130,0.0943909486524887,0.03414814328917255,0.0360191448985176,0.0785981971728517,112.0,0.833333333333333,236.791666666667,-5.24615384615385
67,COGM2S20_20200206,0.10717911174940295,0.03991049067344215,0.0404170465999982,0.0806798406149198,92.0,1.46428571428571,250.222222222222,-5.27272727272727
68,COGM5N10_20200210,0.0854168328220552,0.0311437512113137,0.033866235597312,0.074036564634909,101.0,1.61111111111111,255.7,-3.62727272727273
69,COGMCO_20191219_1220,0.14924056831092963,0.04958110832765775,0.04776910136841645,0.10356358989619704,61.0,0.9,239.416666666667,-6.225
70,COGM5N15_20200206,0.0943909486524887,0.03414814328917255,0.0360191448985176,0.0785981971728517,113.0,1.45833333333333,275.0,-4.91538461538462
71,COGM1N7_20200211,0.0764427169916217,0.02813935913345485,0.031713326296106445,0.06947493209696626,84.0,1.79166666666667,327.083333333333,-3.91818181818182
72,COGM2S10_20200205,0.0597873745168442,0.0234599990934967,0.0280529507721638,0.05994795108136935,77.0,1.41666666666667,294.642857142857,-8.7
73,COGM2S4_20200205,0.06481974507984126,0.025553491271942598,0.030136991911295,0.06473553257543324,74.0,1.89285714285714,351.25,-11.52
74,COGM3S5_20200129,0.0597873745168442,0.0234599990934967,0.0280529507721638,0.05994795108136935,,,,
75,COGM2S9_20200205,0.0597873745168442,0.0234599990934967,0.0280529507721638,0.05994795108136935,70.0,1.9375,272.2,-9.3
76,COGM2C13_20200212,0.07200750233192815,0.0252187671507471,0.027878999630026102,0.0669629456493652,78.0,1.875,262.857142857143,-6.24
77,COGMSO_20200312_1520,0.15180993157197514,0.0546332078112925,0.0549841270226636,0.12306032718992549,103.0,1.83333333333333,249.0,-1.525
78,COGM2N8_20200208,0.0764427169916217,0.02813935913345485,0.031713326296106445,0.06947493209696626,85.0,1.20833333333333,291.97619047619,-4.53
79,COGM6S34_20200204,0.0902719509276437,0.03370955243880045,0.0345745337123375,0.07162150441372715,70.0,1.65,254.583333333333,-7.6
80,COGM5N10_20200128,0.0854168328220552,0.0311437512113137,0.033866235597312,0.074036564634909,85.0,1.83333333333333,239.214285714286,-4.48
81,COGM2S16_20200208,0.10717911174940295,0.03991049067344215,0.0404170465999982,0.0806798406149198,94.0,2.0625,285.703703703704,-3.85454545454545
82,COGM5C21_20200130,0.13729248241946831,0.04887498197936675,0.0481329143505604,0.0985279961822271,90.0,2.21428571428571,264.625,-5.8
83,COGMSO_20200406_1600,0.2210704742953169,0.0850363863678893,0.08484487117967626,0.1820579838553868,141.0,1.35,336.511111111111,-0.611764705882353
84,COGM2S7_20200208,0.0597873745168442,0.0234599990934967,0.0280529507721638,0.05994795108136935,75.0,1.75,281.142857142857,-4.62222222222222
85,COGM5N11_20200210,0.0854168328220552,0.0311437512113137,0.033866235597312,0.074036564634909,98.0,1.27777777777778,289.8,-3.10909090909091
86,COGM3N26_20200208,0.1158417155359785,0.04151156263426965,0.042076029624539,0.08856309667753945,107.0,1.33333333333333,291.621212121212,-3.36923076923077
87,COGMSO_20200219_1340,0.15180993157197514,0.0546332078112925,0.0549841270226636,0.12306032718992549,109.0,0.5,215.0,-4.3
88,COGM5S42_20200204,0.10712830307082295,0.039235361930010954,0.03912021892486445,0.0805662955235959,88.0,1.59375,267.925925925926,-5.16
89,COGM2S25_20200129,0.0902719509276437,0.03370955243880045,0.0345745337123375,0.07162150441372715,103.0,1.0,258.283333333333,-3.59166666666667
90,COGM1S13_20200205,0.0597873745168442,0.0234599990934967,0.0280529507721638,0.05994795108136935,83.0,1.625,323.722222222222,-8.99
91,COGM9N44_20200201,0.1369444450814114,0.04826335323679125,0.04742695930077185,0.0989837709561669,143.0,0.972222222222222,286.955555555556,-4.4625
92,COGM5S29_20200204,0.0902719509276437,0.03370955243880045,0.0345745337123375,0.07162150441372715,110.0,1.28571428571429,278.466666666667,-4.91666666666667
93,COGM5N24_20200212,0.0943909486524887,0.03414814328917255,0.0360191448985176,0.0785981971728517,106.0,1.775,306.954545454545,-3.50769230769231
94,COGMSO_20200422_1512,0.15180993157197514,0.0546332078112925,0.0549841270226636,0.12306032718992549,121.0,1.78571428571429,352.121212121212,-0.3
95,COGM6C24_20200131,0.13729248241946831,0.04887498197936675,0.0481329143505604,0.0985279961822271,112.0,1.5,238.636363636364,-5.42307692307692
96,COGMCO_20200417_1509,0.14924056831092963,0.04958110832765775,0.04776910136841645,0.10356358989619704,,,,
97,COGM1C1_20200131,0.09317761774290285,0.03151821652086535,0.0340715271591278,0.0864739284040467,83.0,1.375,249.388888888889,-5.71
98,COGM6C34_20200201,0.09358355560837944,0.0376879902837963,0.03966979504613375,0.07634182056266064,104.0,1.53125,264.045454545455,-3.69230769230769
99,COGM6N36_20200130,0.1369444450814114,0.04826335323679125,0.04742695930077185,0.0989837709561669,114.0,1.20833333333333,242.597222222222,-4.00769230769231
100,COGM2N49_20200210,0.1263519910643822,0.0432197909609328,0.042805740381304205,0.09084752399752455,95.0,1.69444444444444,330.185185185185,-3.87272727272727
101,COGM2N48_20200201,0.1263519910643822,0.0432197909609328,0.042805740381304205,0.09084752399752455,97.0,1.15625,255.816666666667,-3.88181818181818
102,COGM1S17_20200208,0.10717911174940295,0.03991049067344215,0.0404170465999982,0.0806798406149198,98.0,2.10714285714286,292.962962962963,-3.81818181818182
103,COGM3S47_20200129,0.10712830307082295,0.039235361930010954,0.03912021892486445,0.0805662955235959,102.0,1.375,241.727272727273,-3.14166666666667
104,COGM1S8_20200201,0.0597873745168442,0.0234599990934967,0.0280529507721638,0.05994795108136935,74.0,2.1875,257.020833333333,-7.67777777777778
105,COGMCO_20200312_0850,0.14924056831092963,0.04958110832765775,0.04776910136841645,0.10356358989619704,110.0,2.35714285714286,259.111111111111,-2.85833333333333
106,COGM5S24_20200129,0.0902719509276437,0.03370955243880045,0.0345745337123375,0.07162150441372715,97.0,0.928571428571429,257.222222222222,-4.12727272727273
107,COGMSO_20200421_0553,0.15180993157197514,0.0546332078112925,0.0549841270226636,0.12306032718992549,107.0,1.61111111111111,319.378787878788,-2.28461538461538
108,COGM1C8_20200131,0.0859342010036101,0.028293876167914747,0.0312997385110662,0.07453214733119745,86.0,1.375,272.1875,-5.47
109,COGM6N16_20200208,0.0943909486524887,0.03414814328917255,0.0360191448985176,0.0785981971728517,121.0,1.33333333333333,334.538461538462,-3.2
110,COGM3S52_20200204,0.10033065172453345,0.036923666678035205,0.0372151387508239,0.07753316090720115,100.0,1.375,262.9,-4.59636363636364
111,COGM2C9_20200131,0.0859342010036101,0.028293876167914747,0.0312997385110662,0.07453214733119745,95.0,1.875,262.75,-6.89090909090909
112,COGM1C14_20200131,0.12409554380357685,0.0449675167289882,0.04618153585552415,0.09751512353197711,81.0,2.15,263.142857142857,-5.48888888888889
113,COGM5S21_20200201,0.10717911174940295,0.03991049067344215,0.0404170465999982,0.0806798406149198,110.0,1.92857142857143,265.090909090909,-3.53333333333333
114,COGMCO_20200226_0715,0.14924056831092963,0.04958110832765775,0.04776910136841645,0.10356358989619704,113.0,1.78571428571429,269.666666666667,-9.13846153846154
115,COGMSO_20200421_1626,0.15180993157197514,0.0546332078112925,0.0549841270226636,0.12306032718992549,109.0,1.8125,334.066666666667,-0.275
116,COGM2C12_20200212,0.0859342010036101,0.028293876167914747,0.0312997385110662,0.07453214733119745,90.0,1.5625,281.8125,-6.81
117,COGM2C6_20200131,0.0859342010036101,0.028293876167914747,0.0312997385110662,0.07453214733119745,96.0,1.25,291.65,-4.9
118,COGM5N32_20200212,0.13729248241946831,0.04887498197936675,0.0481329143505604,0.0985279961822271,102.0,1.775,278.777777777778,-4.12142857142857
119,COGMFL1B_20200212,0.10717911174940295,0.03991049067344215,0.0404170465999982,0.0806798406149198,100.0,1.46875,285.12962962963,-4.07272727272727
120,COGM2S6_20200211,0.0597873745168442,0.0234599990934967,0.0280529507721638,0.05994795108136935,89.0,1.83333333333333,319.041666666667,-4.822
121,COGM2S46_20200204,0.10712830307082295,0.039235361930010954,0.03912021892486445,0.0805662955235959,89.0,1.21428571428571,272.481481481481,-5.12
122,COGM6S22_20200205,0.10717911174940295,0.03991049067344215,0.0404170465999982,0.0806798406149198,101.0,1.65,247.222222222222,-6.3
123,COGM2S3_20200129,0.0698521156428384,0.02764698345038845,0.0322210330504262,0.06952311406949715,66.0,1.35714285714286,230.666666666667,-5.62222222222222
124,COGMSO_20191219_1600,0.15180993157197514,0.0546332078112925,0.0549841270226636,0.12306032718992549,57.0,1.1,257.7,-8.78
125,COGM1N20_20200205,0.0943909486524887,0.03414814328917255,0.0360191448985176,0.0785981971728517,35.0,2.0625,230.75,-9.68
126,COGM2S35_20200130,0.0902719509276437,0.03370955243880045,0.0345745337123375,0.07162150441372715,99.0,1.82142857142857,264.944444444444,-4.30909090909091
127,COGMSO_20200131_1225,0.15180993157197514,0.0546332078112925,0.0549841270226636,0.12306032718992549,,,,
