,pit_id,depth,grain_size,site_name,latitude,longitude,date,height,density,temperature
225,COGM2C13_20200212,80.0,2.25,Grand Mesa,39.04960910452067,-108.20090818903559,2020-02-12,78.0,217.5,-10.3
227,COGM2C13_20200212,80.0,2.25,Grand Mesa,39.04960910452067,-108.20090818903559,2020-02-12,78.0,217.5,-10.4
229,COGM2C2_20200131,0.0,,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,,-2.1
230,COGM2C2_20200131,10.0,,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,,-3.2
231,COGM2C2_20200131,20.0,,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,,-3.8
232,COGM2C2_20200131,30.0,,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,321.5,-4.4
233,COGM2C2_20200131,40.0,3.0,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,313.0,-5.2
234,COGM2C2_20200131,50.0,3.0,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,317.0,-6.0
235,COGM2C2_20200131,60.0,1.5,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,311.5,-7.6
236,COGM2C2_20200131,70.0,5.0,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,249.5,-10.6
237,COGM2C2_20200131,80.0,0.5,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,228.0,-17.1
238,COGM2C2_20200131,90.0,0.5,Grand Mesa,39.06295178388973,-108.21860452010492,2020-01-31,87.0,194.5,-15.7
239,COGM2C33_20200130,0.0,,Grand Mesa,39.013109630949465,-108.16126214010691,2020-01-30,98.0,,-0.7
240,COGM2C33_20200130,10.0,,Grand Mesa,39.013109630949465,-108.16126214010691,2020-01-30,98.0,,-1.8
